timestamp_x,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp,time,timestamp_y,latitude,longitude,altitude_m,satellites,hdop,speed_knots,pdop,vdop
1760822995,-1.3958195678710936,0.9720458740234376,-9.47385596923828,-2.969465648854962,-0.816793893129771,1.1908396946564883,28.953529411764706,34,1760723426.0,3402.75030 N,08407.11295 W,304.7,8.0,0.98,0.597,1.84,0.98
1760822996,-1.3742717529296875,1.0031704956054688,-9.598354455566406,-3.7709923664122136,-1.3435114503816794,1.068702290076336,27.494705882352942,35,1760723427.0,3402.75043 N,08407.11298 W,304.7,8.0,0.98,0.63,1.84,0.98
1760822997,-1.3431471313476562,1.01514150390625,-9.555258825683593,-3.145038167938931,-1.1068702290076335,1.0610687022900764,27.541764705882358,36,1760723428.0,3402.75039 N,08407.11331 W,304.7,8.0,0.98,1.345,1.83,0.98
1760822998,-1.3670891479492189,1.07260234375,-9.457096557617186,-3.183206106870229,-1.099236641221374,1.3053435114503815,28.20058823529412,37,1760723429.0,3402.75029 N,08407.11336 W,304.7,8.0,0.98,0.328,1.83,0.98
1760822999,-1.347935534667969,1.0103531005859374,-9.528922607421874,-2.854961832061069,-0.8244274809160306,1.076335877862595,28.24764705882353,38,1760723430.0,3402.75000 N,08407.11304 W,304.7,8.0,0.98,0.439,1.83,0.98
1760823000,-1.335964526367187,0.93852705078125,-9.370905297851564,-2.9618320610687023,-0.8015267175572519,0.8931297709923665,27.494705882352942,39,1760723431.0,3402.74965 N,08407.11277 W,304.8,8.0,0.98,1.348,1.83,0.98
1760823001,-1.4030021728515625,0.9792284790039062,-9.567229833984374,-2.9236641221374047,-1.0076335877862594,1.16793893129771,28.953529411764706,40,1760723432.0,3402.74950 N,08407.11255 W,304.9,8.0,0.98,0.515,1.83,0.98
1760823002,-1.51313544921875,0.9433154541015624,-9.476250170898435,-2.870229007633588,-0.916030534351145,1.16793893129771,28.90647058823529,41,1760723433.0,3402.74924 N,08407.11266 W,305.0,8.0,0.98,0.618,1.83,0.98
1760823003,-1.3862427612304686,0.9864110839843748,-9.545682019042967,-3.0076335877862594,-0.8320610687022901,1.3053435114503815,27.494705882352942,42,1760723434.0,3402.74907 N,08407.11276 W,305.1,8.0,0.98,0.614,1.83,0.98
1760823004,-1.3455413330078123,0.9888052856445312,-9.502586389160156,-2.931297709923664,-1.1145038167938932,1.1374045801526718,28.24764705882353,43,1760723435.0,3402.74896 N,08407.11281 W,305.1,8.0,0.98,0.489,1.83,0.98
1760823005,-1.4867992309570313,0.9337386474609376,-9.591171850585935,-2.8473282442748094,-0.8625954198473282,1.1221374045801529,28.294705882352943,44,1760723436.0,3402.74897 N,08407.11308 W,305.1,8.0,0.98,1.018,1.83,0.98
1760823006,-1.4101847778320311,0.9097966308593748,-9.564835632324218,-3.15267175572519,-0.9923664122137404,1.2061068702290076,27.541764705882358,45,1760723437.0,3402.74935 N,08407.11321 W,305.2,8.0,0.98,1.418,1.83,0.98
1760823007,-1.3072341064453123,0.9792284790039062,-9.60793126220703,-2.763358778625954,-0.7022900763358778,1.0305343511450382,28.24764705882353,46,1760723438.0,3402.74954 N,08407.11318 W,305.3,8.0,0.98,0.474,1.83,0.98
1760823009,-1.3718775512695311,0.93852705078125,-9.37808790283203,-3.0916030534351147,-0.9236641221374046,1.1374045801526718,27.541764705882358,48,1760723440.0,3402.74972 N,08407.11346 W,305.4,8.0,0.98,0.321,1.83,0.98
1760823010,-1.3383587280273437,0.9840168823242188,-9.564835632324218,-2.870229007633588,-0.8931297709923665,1.099236641221374,28.24764705882353,49,1760723441.0,3402.74981 N,08407.11359 W,305.4,8.0,0.98,0.468,1.83,0.98
1760823011,-1.3718775512695311,0.9840168823242188,-9.610325463867188,-2.732824427480916,-0.6412213740458015,1.1450381679389312,28.294705882352943,50,1760723442.0,3402.74987 N,08407.11354 W,305.4,8.0,0.98,0.15,1.83,0.98
1760823012,-1.4030021728515625,1.0103531005859374,-9.65342109375,-3.015267175572519,-0.9923664122137404,1.1145038167938932,28.294705882352943,51,1760723443.0,3402.75019 N,08407.11366 W,305.4,8.0,0.98,0.664,1.83,0.98
1760823013,-1.3192051147460937,0.9552864624023436,-9.45470235595703,-2.740458015267176,-1.0610687022900764,0.900763358778626,28.15352941176471,52,1760723444.0,3402.75036 N,08407.11385 W,305.4,8.0,0.98,0.725,1.83,0.98
1760823014,-1.2808978881835935,0.9433154541015624,-9.64623848876953,-2.946564885496183,-0.8320610687022901,1.0229007633587786,28.294705882352943,53,1760723445.0,3402.75058 N,08407.11378 W,305.4,8.0,0.98,0.103,1.83,0.98
1760823015,-1.3455413330078123,0.9911994873046874,-9.533711010742186,-2.870229007633588,-1.1068702290076335,1.1984732824427482,28.953529411764706,54,1760723446.0,3402.75111 N,08407.11369 W,305.4,8.0,0.98,1.573,1.83,0.98
1760823016,-1.5011644409179687,0.995987890625,-9.47385596923828,-3.030534351145038,-1.0229007633587786,1.1450381679389312,28.24764705882353,55,1760723447.0,3402.75131 N,08407.11373 W,305.5,7.0,1.01,0.867,1.83,0.98
1760823017,-1.2282254516601565,0.852335791015625,-9.540893615722656,-3.1603053435114505,-1.1603053435114503,0.8244274809160306,28.341764705882355,56,1760723448.0,3402.75140 N,08407.11389 W,305.5,7.0,1.01,0.383,2.05,1.01
1760823018,-1.400607971191406,1.0031704956054688,-9.490615380859374,-2.977099236641221,-0.8396946564885496,0.9083969465648856,28.341764705882355,57,1760723449.0,3402.75147 N,08407.11395 W,305.6,8.0,0.98,0.222,2.05,1.01
1760823019,-1.3455413330078123,0.9888052856445312,-9.540893615722656,-2.877862595419847,-0.9694656488549618,1.16793893129771,28.20058823529412,58,1760723450.0,3402.75156 N,08407.11400 W,305.7,8.0,0.98,0.103,1.83,0.98
